"","no","G_ID","GDAY_DS","T_ID","WLS","P1","P2","P3","P4","D1","D2","D3","B1","B2","B3","B4","C1","C2","C3","C4","S1","S2","W","WS","WC","YEAR","p1","p2","p3","p4","d1","d2","d3","b1","b2","b3","b4","c1","c2","c3","c4","s1","s2"
"3732",132,"20180922OBNC0",20180922,"NC","L",0.540540541,13,0.162162162,0.888888889,0,0,0,0.368421053,7,0.446808511,0.789473684,3,0.263157895,0.5,10,0,0.643034826,"LOSE",0,5500,2018,0.750538149717309,0.577777777777778,0.298276859605181,0.529100529166667,0,0,0,0.685824992973323,0.5,0.788297872659894,0.635275479522793,0.375,0.552631579721053,0.5,0.454545454545455,0,0.643034826
"3733",133,"20180923OBNC0",20180923,"NC","W",0.384615385,3,0.230769231,0.111111111,0,0,0,0.153846154,6,0.258064516,0.307692308,1,0.153846154,0.2,5,1,1,"WIN",3,5503,2018,0.518720218459707,0.133333333333333,0.447471803674639,0.0661375660714286,0,0,0,0.243511090175769,0.428571428571429,0.39193548383371,0.229225623991107,0.125,0.323076923529231,0.2,0.227272727272727,0.2,1
"3734",134,"20180925NCLT0",20180925,"NC","L",0.457142857,9,0.2,0.25,0,3,1,0.325,5,0.4,0.625,3,0.175,0.222222222,11,0,0,"LOSE",0,5503,2018,0.62654867250585,0.4,0.380560131670326,0.148809523809524,0,0.75,0.25,0.596319018576898,0.357142857142857,0.689999999727,0.496655518366461,0.375,0.367500000147,0.222222222,0.5,0,0
"3735",135,"20180926NCLT0",20180926,"NC","L",0.472222222,11.25,0.083333333,0.5,0,1,2,0.212121212,5,0.297297297,0.575757576,1,0.212121212,0.375,4,0,0,"LOSE",0,5503,2018,0.648967551464537,0.5,0.126853376498566,0.297619047619048,0,0.25,0.5,0.363636363261573,0.357142857142857,0.474324323793649,0.455153542268427,0.125,0.445454545378182,0.375,0.181818181818182,0,0
"3736",136,"20180927NCSK0",20180927,"NC","L",0.472222222,12.375,0.166666667,0.375,0,1,1,0.257142857,0,0.257142857,0.657142857,3,0.114285714,0.4,4,0,0.643034826,"LOSE",0,5503,2018,0.648967551464537,0.55,0.308072488267521,0.223214285714286,0,0.25,0.25,0.456441717490429,0,0.389999999937,0.523745819261001,0.375,0.239999999496,0.4,0.181818181818182,0,0.643034826
"3737",137,"20180928NCSK0",20180928,"NC","L",0.34375,6.75,0.1875,0.5,1,0,0,0.233333333,2,0.28125,0.366666667,1,0.066666667,0,3,0,0.643034826,"LOSE",0,5503,2018,0.457964601766622,0.3,0.353377265122446,0.297619047619048,0.333333333333333,0,0,0.407361962433934,0.142857142857143,0.440625000150937,0.278929766045829,0.125,0.140000000756,0,0.136363636363636,0,0.643034826
"3738",138,"20180929NCWO0",20180929,"NC","L",0.378378378,6.230769231,0.27027027,0.230769231,0,0,0,0.297297297,1,0.315789474,0.459459459,0,0.135135135,0.444444444,7,2,0.666666667,"LOSE",0,5503,2018,0.509447500079492,0.276923076933333,0.533371921405808,0.1373626375,0,0,0,0.539214060172739,0.0714285714285714,0.513157895427632,0.35713640013951,0,0.283783783613514,0.444444444,0.318181818181818,0.4,0.666666667
"3739",139,"20180930NCWO0",20180930,"NC","L",0.40625,9,0.3125,0.25,0,0,0,0.15625,1,0.181818182,0.46875,2,0.0625,0,4,0,0.643034826,"LOSE",0,5503,2018,0.550884955834443,0.4,0.62520593060125,0.148809523809524,0,0,0,0.248466257396816,0.0714285714285714,0.231818182705909,0.364966555099384,0.25,0.1312500000525,0,0.181818181818182,0,0.643034826
"3740",140,"20181002NCHT0",20181002,"NC","W",0.282051282,4.090909091,0.153846154,0.636363636,0,2,0,0.347826087,3,0.38,0.47826087,0,0.130434783,0.235294118,11,1,0.5,"WIN",3,5506,2018,0.366235534213173,0.181818181822222,0.280192624751172,0.378787878571429,0,0.5,0,0.643371566072523,0.214285714285714,0.6479999997984,0.372982405403819,0,0.273913044409565,0.235294118,0.5,0.2,0.5
"3741",141,"20181006WONC0",20181006,"NC","W",0.514285714,5,0.314285714,0.444444444,0,1,0,0.178571429,4,0.28125,0.535714286,2,0.214285714,0.333333333,1,0,0.643034826,"WIN",3,5509,2018,0.71150442458404,0.222222222222222,0.629089196629625,0.264550264285714,0,0.25,0,0.294478528277617,0.285714285714286,0.440625000150937,0.421404682454648,0.25,0.44999999958,0.333333333,0.0454545454545455,0,0.643034826
"3742",142,"20181007LTNC0",20181007,"NC","L",0.567567568,8,0.27027027,0.222222222,0,1,0,0.25,4,0.307692308,0.416666667,0,0.055555556,0.111111111,11,0,0.643034826,"LOSE",0,5509,2018,0.790719924409158,0.355555555555556,0.533371921405808,0.132275132142857,0,0.25,0,0.44171779138575,0.285714285714286,0.496153846856538,0.321070234291294,0,0.116666667646667,0.111111111,0.5,0,0.643034826
"3743",143,"20181012NCOB0",20181012,"NC","L",0.578947368,14.625,0.315789474,0.75,0,2,1,0.242424242,0,0.242424242,0.303030303,0,0.060606061,0.25,4,0,0,"LOSE",0,5509,2018,0.807638565132694,0.65,0.632359317221628,0.446428571428571,0,0.5,0.25,0.426101504936375,0,0.359090908489545,0.225296442517853,0,0.127272728150909,0.25,0.181818181818182,0,0
"3744",144,"20181013NCHH0",20181013,"NC","L",0.411764706,11.25,0.117647059,0.5,0,1,1,0.228571429,6,0.341463415,0.628571429,3,0.228571429,0.285714286,6,0,0.643034826,"LOSE",0,5509,2018,0.559083810780042,0.5,0.201473011268048,0.297619047619048,0,0.25,0.25,0.397546013071715,0.428571428571429,0.567073171435976,0.49966555217377,0.375,0.480000001092,0.285714286,0.272727272727273,0,0.643034826
"3745",1,"20180324SSOB0",20180324,"OB","L",0.459459459,6,0.243243243,0.444444444,0,0,0,0.1875,0,0.1875,0.4375,1,0.0625,0.5,2,0,0.825974026,"LOSE",0,5509,2018,0.629992824155038,0.266666666666667,0.474598155955651,0.264550264285714,0,0,0,0.312883435393127,0,0.243750000485625,0.338628762445968,0.125,0.1312500000525,0.5,0.0909090909090909,0,0.825974026
"3746",2,"20180325SSOB0",20180325,"OB","W",0.225806452,4,0.129032258,0.111111111,0,0,0,0.285714286,4,0.34375,0.428571429,1,0.107142857,0.25,5,0,0.825974026,"WIN",3,5512,2018,0.282614901923823,0.177777777777778,0.226231598871093,0.0661375660714286,0,0,0,0.515337423970492,0.285714285714286,0.571874999927812,0.331103679191911,0.125,0.22499999979,0.25,0.227272727272727,0,0.825974026
"3747",3,"20180327LTOB0",20180327,"OB","W",0.103448276,0,0.379310345,0.222222222,0,1,1,0.24137931,8,0.361111111,0.448275862,0,0.172413793,0.222222222,9,1,1,"WIN",3,5515,2018,0.100701861331619,0,0.770493665973478,0.132275132142857,0,0.25,0.25,0.423947534675958,0.571428571428571,0.608333332965833,0.347710759854538,0,0.362068965444828,0.222222222,0.409090909090909,0.2,1
"3748",4,"20180328LTOB0",20180328,"OB","W",0.416666667,5,0.25,0.444444444,0,1,0,0.161290323,7,0.277777778,0.387096774,1,0.193548387,0.3,9,2,1,"WIN",3,5518,2018,0.566371682007988,0.222222222222222,0.489291597861848,0.264550264285714,0,0.25,0,0.258856125680013,0.5,0.433333333963333,0.296148451551528,0.125,0.406451612862581,0.3,0.409090909090909,0.4,1
"3749",5,"20180329LTOB0",20180329,"OB","W",0.15625,1,0.25,0.444444444,0,0,0,0.28125,2,0.323529412,0.40625,0,0.125,0.285714286,6,1,0.5,"WIN",3,5521,2018,0.179203539563161,0.0444444444444444,0.489291597861848,0.264550264285714,0,0,0,0.506134969382062,0.142857142857143,0.5294117652,0.312290969792553,0,0.262500000105,0.285714286,0.272727272727273,0.2,0.5
"3750",6,"20180330OBKT0",20180330,"OB","W",0.272727273,2,0.181818182,0.111111111,1,0,1,0.305555556,5,0.380952381,0.666666667,1,0.166666667,0.157894737,10,3,1,"WIN",3,5524,2018,0.352373290731388,0.0888888888888889,0.341021417086978,0.0661375660714286,0.333333333333333,0,0.25,0.556237219850904,0.357142857142857,0.649999999895,0.531772575518618,0.125,0.35000000084,0.157894737,0.454545454545455,0.6,1
"3751",7,"20180331OBKT0",20180331,"OB","L",0.617021277,22.5,0.127659574,0.875,0,0,0,0.342105263,3,0.365853659,0.657894737,1,0.210526316,0.571428571,7,0,0.825974026,"LOSE",0,5524,2018,0.86424402281311,1,0.223246519992341,0.520833333333333,0,0,0,0.631578947259929,0.214285714285714,0.618292683748902,0.524379510766289,0.125,0.442105263776842,0.571428571,0.318181818181818,0,0.825974026
"3752",8,"20180401OBKT0",20180401,"OB","L",0.529411765,10.125,0.205882353,0.625,1,1,1,0.294117647,3,0.342105263,0.5,1,0.117647059,0,9,1,1,"LOSE",0,5524,2018,0.733992712817126,0.45,0.393352068997248,0.37202380952381,0.333333333333333,0.25,0.25,0.532659689612228,0.214285714285714,0.568421052233684,0.391304347752799,0.125,0.247058823998824,0,0.409090909090909,0.2,1
"3753",9,"20180403LGOB0",20180403,"OB","W",0.431818182,3.272727273,0.25,0.727272727,0,1,2,0.285714286,4,0.333333333,0.523809524,1,0.119047619,0.3,11,2,1,"WIN",3,5527,2018,0.58889782822341,0.145454545466667,0.489291597861848,0.432900432738095,0,0.25,0.5,0.515337423970492,0.285714285714286,0.549999999265,0.411371237554032,0.125,0.25,0.3,0.5,0.4,1
"3754",10,"20180404LGOB0",20180404,"OB","W",0.324324324,3,0.162162162,0.111111111,0,1,0,0.3125,7,0.41025641,0.71875,2,0.1875,0.166666667,10,3,1,"WIN",3,5530,2018,0.429083950695794,0.133333333333333,0.298276859605181,0.0661375660714286,0,0.25,0,0.570552147378373,0.5,0.711538460690385,0.575668896326708,0.25,0.3937500001575,0.166666667,0.454545454545455,0.6,1
"3755",11,"20180407NCOB0",20180407,"OB","W",0.333333333,3,0.305555556,0.222222222,0,0,1,0.233333333,9,0.394736842,0.433333333,1,0.2,0.272727273,11,2,1,"WIN",3,5533,2018,0.442477875593077,0.133333333333333,0.610104339041152,0.132275132142857,0,0,0.25,0.407361962433934,0.642857142857143,0.678947367945789,0.33511705647791,0.125,0.420000000168,0.272727273,0.5,0.4,1
"3756",12,"20180408NCOB0",20180408,"OB","W",0.432432432,10,0.297297297,0.333333333,0,1,0,0.368421053,14,0.528301887,0.578947368,0,0.236842105,0.3,16,1,1,"WIN",3,5536,2018,0.589811049463189,0.444444444444444,0.592145686855965,0.198412698214286,0,0.25,0,0.685824992973323,1,0.959433961968962,0.45784192883814,0,0.497368420698947,0.3,0.727272727272727,0.2,1
"3757",13,"20180410OBSS0",20180410,"OB","W",0.225806452,1,0.35483871,0.111111111,0,0,0,0.315789474,2,0.333333333,0.578947368,1,0.157894737,0.454545455,7,1,1,"WIN",3,5539,2018,0.282614901923823,0.0444444444444444,0.717276930900403,0.0661375660714286,0,0,0,0.577332903607885,0.142857142857143,0.549999999265,0.45784192883814,0.125,0.331578947832632,0.454545455,0.318181818181818,0.2,1
"3758",14,"20180411OBSS0",20180411,"OB","W",0.463414634,6,0.195121951,0,0,0,0,0.263157895,6,0.348837209,0.578947368,1,0.184210526,0.307692308,10,2,1,"WIN",3,5542,2018,0.635873084337441,0.266666666666667,0.369952183271844,0,0,0,0,0.468840814242447,0.428571428571429,0.582558138809651,0.45784192883814,0.125,0.386842104754737,0.307692308,0.454545454545455,0.4,1
"3759",15,"20180412OBSS0",20180412,"OB","W",0.242424242,3,0.151515152,0.333333333,0,1,2,0.404761905,1,0.418604651,1.119047619,6,0.214285714,0.5,7,0,0,"WIN",3,5545,2018,0.307320996813818,0.133333333333333,0.275123559448065,0.198412698214286,0,0.25,0.5,0.760736197191614,0.0714285714285714,0.729069766760581,0.913043478370801,0.75,0.44999999958,0.5,0.318181818181818,0,0
"3760",16,"20180413OBWO0",20180413,"OB","W",0.068965517,0,0.344827586,0.111111111,0,0,0,0.315789474,9,0.434782609,0.447368421,0,0.289473684,0.315789474,8,0,0.825974026,"WIN",3,5548,2018,0.0494354585233742,0,0.6955064470855,0.0661375660714286,0,0,0,0.577332903607885,0.642857142857143,0.763043478502826,0.346945960081636,0,0.607894736643158,0.315789474,0.363636363636364,0,0.825974026
"3761",17,"20180414OBWO0",20180414,"OB","L",0.441176471,7.875,0.205882353,0.25,0,0,0,0.25,0,0.25,0.583333333,2,0.166666667,0.333333333,3,0,0.825974026,"LOSE",0,5548,2018,0.602811036660994,0.35,0.393352068997248,0.148809523809524,0,0,0,0.44171779138575,0,0.3750000002625,0.461538461214304,0.25,0.35000000084,0.333333333,0.136363636363636,0,0.825974026
"3762",18,"20180415OBWO0",20180415,"OB","W",0.161290323,2,0.387096774,0.555555556,0,0,1,0.25,5,0.351351351,0.5,0,0.09375,0.153846154,8,1,0.333333333,"WIN",3,5551,2018,0.18669711712758,0.0888888888888889,0.787426262804802,0.330687830952381,0,0,0.25,0.44171779138575,0.357142857142857,0.587837837000676,0.391304347752799,0,0.19687500007875,0.153846154,0.363636363636364,0.2,0.333333333
"3763",19,"20180417HHOB0",20180417,"OB","L",0.485714286,5,0.257142857,0.333333333,0,0,0,0.21875,1,0.242424242,0.34375,0,0.0625,0.142857143,4,0,0.825974026,"LOSE",0,5551,2018,0.669026549288308,0.222222222222222,0.504824664149975,0.198412698214286,0,0,0,0.377300613389439,0.0714285714285714,0.359090908489545,0.259615384485722,0,0.1312500000525,0.142857143,0.181818181818182,0,0.825974026
"3764",20,"20180418HHOB0",20180418,"OB","W",0.432432432,4,0.324324324,0.444444444,0,1,1,0.21875,6,0.342105263,0.34375,0,0.125,0.222222222,9,1,1,"WIN",3,5554,2018,0.589811049463189,0.177777777777778,0.650919452306122,0.264550264285714,0,0.25,0.25,0.377300613389439,0.428571428571429,0.568421052233684,0.259615384485722,0,0.262500000105,0.222222222,0.409090909090909,0.2,1
"3765",21,"20180419HHOB0",20180419,"OB","W",0.272727273,2,0.303030303,0.333333333,0,0,1,0.323529412,3,0.368421053,0.382352941,0,0.147058824,0.4,9,0,0.825974026,"WIN",3,5557,2018,0.352373290731388,0.0888888888888889,0.604612849817261,0.198412698214286,0,0,0.25,0.59328762245033,0.214285714285714,0.623684211139737,0.292150304673563,0,0.308823530523529,0.4,0.409090909090909,0,0.825974026
"3766",22,"20180420HTOB0",20180420,"OB","W",0.28125,4,0.15625,0.555555556,0,3,0,0.3125,5,0.388888889,0.65625,1,0.1875,0.333333333,7,1,0.5,"WIN",3,5560,2018,0.365044247698802,0.177777777777778,0.285420098752745,0.330687830952381,0,0.75,0,0.570552147378373,0.357142857142857,0.666666666666667,0.522993311019877,0.125,0.3937500001575,0.333333333,0.318181818181818,0.2,0.5
"3767",23,"20180421HTOB0",20180421,"OB","W",0.375,5,0.1875,0.555555556,0,2,1,0.382352941,4,0.41025641,0.852941176,2,0.294117647,0.333333333,6,0,0.825974026,"WIN",3,5563,2018,0.504424778800533,0.222222222222222,0.353377265122446,0.330687830952381,0,0.5,0.25,0.714543486065184,0.285714285714286,0.711538460690385,0.688766476147699,0.25,0.617647058947059,0.333333333,0.272727272727273,0,0.825974026
"3768",24,"20180422HTOB0",20180422,"OB","L",0.70212766,14,0.085106383,0.333333333,0,2,0,0.27027027,2,0.307692308,0.513513514,0,0.108108108,0.3,8,0,0.825974026,"LOSE",0,5563,2018,0.990773866681774,0.622222222222222,0.130709103021183,0.198412698214286,0,0.5,0,0.483501906285696,0.142857142857143,0.496153846856538,0.402693663904832,0,0.227027026890811,0.3,0.363636363636364,0,0.825974026
"3769",25,"20180424OBSK0",20180424,"OB","W",0.461538462,9,0.179487179,0.888888889,0,0,0,0.297297297,5,0.357142857,0.918918919,3,0.243243243,0.25,6,1,1,"WIN",3,5566,2018,0.633083731272927,0.4,0.335952349609241,0.529100529166667,0,0,0,0.539214060172739,0.357142857142857,0.59999999958,0.744373135823678,0.375,0.510810810504324,0.25,0.272727272727273,0.2,1
"3770",26,"20180425OBSK0",20180425,"OB","L",0.475,6.517241379,0.225,0.413793103,0,1,0,0.315789474,3,0.365853659,0.631578947,2,0.131578947,0.375,5,1,0.5,"LOSE",0,5566,2018,0.653097345309045,0.2896551724,0.434925864766087,0.246305418452381,0,0.25,0,0.577332903607885,0.214285714285714,0.618292683748902,0.502200316509303,0.25,0.276315788810526,0.375,0.227272727272727,0.2,0.5
"3771",27,"20180426OBSK0",20180426,"OB","L",0.4,5.625,0.266666667,0.875,0,0,0,0.277777778,3,0.315789474,0.333333333,0,0.111111111,0.5,8,2,1,"LOSE",0,5566,2018,0.541592920427661,0.25,0.525535420650565,0.520833333333333,0,0,0,0.498977505618327,0.214285714285714,0.513157895427632,0.25083611998698,0,0.233333333193333,0.5,0.363636363636364,0.4,1
"3772",28,"20180427OBNC0",20180427,"OB","W",0.1875,2,0.3125,0.444444444,0,0,0,0.272727273,5,0.333333333,0.454545455,1,0.121212121,0.25,6,1,1,"WIN",3,5569,2018,0.225663716597071,0.0888888888888889,0.62520593060125,0.264550264285714,0,0,0,0.488566648672527,0.357142857142857,0.549999999265,0.352994831549108,0.125,0.254545454201818,0.25,0.272727272727273,0.2,1
"3773",29,"20180428OBNC0",20180428,"OB","L",0.363636364,5.625,0.121212121,0.125,0,0,1,0.205882353,2,0.228571429,0.205882353,0,0,0,8,0,0.825974026,"LOSE",0,5569,2018,0.487530169510647,0.25,0.209225699634522,0.0744047619047619,0,0,0.25,0.350775893159272,0.142857142857143,0.330000001239,0.143419240476113,0,0,0,0.363636363636364,0,0.825974026
"3774",30,"20180429OBNC0",20180429,"OB","W",0.28125,1,0.09375,0.333333333,0,1,0,0.307692308,2,0.341463415,0.666666667,3,0.179487179,0.222222222,7,0,0.825974026,"WIN",3,5572,2018,0.365044247698802,0.0444444444444444,0.149505766013342,0.198412698214286,0,0.25,0,0.560641812936279,0.142857142857143,0.567073171435976,0.531772575518618,0.375,0.376923076050769,0.222222222,0.318181818181818,0,0.825974026
"3775",31,"20180501KTOB0",20180501,"OB","W",0.294117647,2,0.176470588,0.111111111,0,0,1,0.272727273,2,0.294117647,0.636363636,2,0.121212121,0.3,7,0,0.825974026,"WIN",3,5575,2018,0.384174908742957,0.0888888888888889,0.329392382362638,0.0661375660714286,0,0,0.25,0.488566648672527,0.142857142857143,0.467647058805,0.506232897206682,0.25,0.254545454201818,0.3,0.318181818181818,0,0.825974026
"3776",32,"20180503KTOB0",20180503,"OB","L",0.25,2.454545455,0.277777778,0.727272727,0,1,1,0.272727273,3,0.319148936,0.5,2,0.045454545,0.125,12,0,0.825974026,"LOSE",0,5575,2018,0.318584070664892,0.109090909111111,0.5496979684515,0.432900432738095,0,0.25,0.25,0.488566648672527,0.214285714285714,0.520212765615638,0.391304347752799,0.25,0.0954545445381818,0.125,0.545454545454545,0,0.825974026
"3777",33,"20180504OBLG0",20180504,"OB","W",0.473684211,8,0.184210526,0.333333333,0,0,0,0.35,3,0.395348837,0.975,2,0.275,0.461538462,5,0,0.825974026,"WIN",3,5578,2018,0.651141128032909,0.355555555555556,0.346223878502068,0.198412698214286,0,0,0,0.647852760973947,0.214285714285714,0.680232557443605,0.791638796084715,0.25,0.577500000231,0.461538462,0.227272727272727,0,0.825974026
"3778",34,"20180505OBLG0",20180505,"OB","W",0.172413793,0,0.24137931,0.333333333,0,2,0,0.305555556,2,0.324324324,0.527777778,1,0.083333333,0.3,8,1,0.5,"WIN",3,5581,2018,0.203234665461384,0,0.470544792596196,0.198412698214286,0,0.5,0,0.556237219850904,0.142857142857143,0.531081080397162,0.414715719187571,0.125,0.17499999937,0.3,0.363636363636364,0.2,0.5
"3779",35,"20180506OBLG0",20180506,"OB","W",0.352941176,5,0.323529412,0.333333333,0,0,1,0.434782609,3,0.46,0.847826087,2,0.260869565,0.333333333,10,0,0.825974026,"WIN",3,5584,2018,0.471629359018137,0.222222222222222,0.649190813361057,0.198412698214286,0,0,0.25,0.822619366252177,0.214285714285714,0.8159999995128,0.684455431236155,0.25,0.54782608671913,0.333333333,0.454545454545455,0,0.825974026
"3780",36,"20180508OBHT0",20180508,"OB","L",0.529411765,11.25,0.117647059,0.5,0,1,1,0.193548387,2,0.242424242,0.258064516,0,0,0,6,0,0.825974026,"LOSE",0,5584,2018,0.733992712817126,0.5,0.201473011268048,0.297619047619048,0,0.25,0.25,0.325351276096154,0.142857142857143,0.359090908489545,0.187398856133736,0,0,0,0.272727272727273,0,0.825974026
"3781",37,"20180509OBHT0",20180509,"OB","W",0.242424242,7,0.212121212,0.666666667,0,2,2,0.380952381,5,0.4375,0.69047619,0,0.261904762,0.4375,8,0,0.825974026,"WIN",3,5587,2018,0.307320996813818,0.311111111111111,0.406919274725892,0.39682539702381,0,0.5,0.5,0.71165644213512,0.357142857142857,0.768749999593125,0.551839464477042,0,0.55000000042,0.4375,0.363636363636364,0,0.825974026
"3782",38,"20180510OBHT0",20180510,"OB","L",0.363636364,5.0625,0.159090909,0.28125,0,1,0,0.346938776,5,0.407407407,0.469387755,1,0.102040816,0.157894737,16,1,1,"LOSE",0,5587,2018,0.487530169510647,0.225,0.291598022770478,0.167410714285714,0,0.25,0,0.641542507812521,0.357142857142857,0.705555554400556,0.365504060985901,0.125,0.214285713685714,0.157894737,0.727272727272727,0.2,1
"3783",39,"20180511WOOB0",20180511,"OB","L",0.333333333,10,0.153846154,0.333333333,0,0,0,0.27027027,5,0.341463415,0.486486486,1,0.081081081,0.2,10,0,0.825974026,"LOSE",0,5587,2018,0.442477875593077,0.444444444444444,0.280192624751172,0.198412698214286,0,0,0,0.483501906285696,0.357142857142857,0.567073171435976,0.379915031600766,0.125,0.170270270168108,0.2,0.454545454545455,0,0.825974026
"3784",40,"20180513WOOB0",20180513,"OB","L",0.34375,2,0.3125,0.333333333,0,0,0,0.172413793,2,0.2,0.310344828,0,0.034482759,0,3,0,0,"LOSE",0,5587,2018,0.457964601766622,0.0888888888888889,0.62520593060125,0.198412698214286,0,0,0,0.281785487181665,0.142857142857143,0.270000000441,0.231461192687716,0,0.0724137939289655,0,0.136363636363636,0,0
"3785",41,"20180515SKOB0",20180515,"OB","W",0.28125,4,0.28125,0.444444444,0,1,1,0.324324324,3,0.358974359,0.648648649,2,0.162162162,0.4,8,0,0.825974026,"WIN",3,5590,2018,0.365044247698802,0.177777777777778,0.557248764231549,0.264550264285714,0,0.25,0.25,0.594926214059783,0.214285714285714,0.603846153773462,0.516586821211114,0.25,0.340540540336216,0.4,0.363636363636364,0,0.825974026
