,no,G_ID,GDAY_DS,T_ID,WLS,P1,P2,P3,P4,D1,D2,D3,B1,B2,B3,B4,C1,C2,C3,C4,S1,S2,W,WS,WC,YEAR,p1,p2,p3,p4,d1,d2,d3,b1,b2,b3,b4,c1,c2,c3,c4,s1,s2,P,D,B,C,S
2692,100,20170801OBSS0,20170801,SS,L,0.568181818,12,0.136363636,0.333333333,0,0,0,0.365853659,0,0.357142857,0.463414634,0,0.097560976,0.272727273,10,0,0.723593074,LOSE,0,4044,2017,0.760392285,0.484848485,0.272727272,0.242424242,0,0,0,0.594178027,0,0.535469108,0.338992453,0,0.20025674,0.272727273,0.555555556,0,0.723593074,0.446265565,0.666666667,0.459131326,0.229357114,0.361796537
2693,101,20170802OBSS0,20170802,SS,L,0.368421053,5,0.210526316,0.111111111,1,0,1,0.297297297,3,0.35,0.540540541,1,0.027027027,0,11,0,0,LOSE,0,4044,2017,0.456122284,0.202020202,0.421052632,0.080808081,0.5,0,0.25,0.456972534,0.214285714,0.522196797,0.40527502,0.142857143,0.055476529,0,0.611111111,0,0,0.670525516,0.416666667,0.271798046,0.14680564,0
2694,102,20170803OBSS0,20170803,SS,L,0.619047619,14,0.142857143,0.555555556,0,1,1,0.333333333,2,0.365853659,0.487179487,1,0.102564103,0.375,10,0,0.723593074,LOSE,0,4044,2017,0.837869648,0.565656566,0.285714286,0.404040404,0,0.25,0.25,0.529093369,0.142857143,0.551654854,0.359416141,0.142857143,0.210526317,0.375,0.555555556,0,0.723593074,0.369536917,0.666666667,0.439949164,0.293206976,0.361796537
2695,103,20170804SSNC0,20170804,SS,W,0.272727273,3,0.181818182,0.111111111,0,2,0,0.264705882,4,0.342105263,0.558823529,1,0.117647059,0.166666667,8,1,0.333333333,WIN,3,4047,2017,0.310364199,0.121212121,0.363636364,0.080808081,0,0.5,0,0.391745602,0.285714286,0.5075274,0.420987554,0.142857143,0.241486069,0.166666667,0.444444444,0.2,0.333333333,0.712812991,0.833333333,0.519869914,0.276641358,0.266666667
2696,104,20170805SSNC0,20170805,SS,W,0.3125,3,0.34375,0.333333333,0,1,1,0.361111111,6,0.428571429,0.638888889,1,0.25,0.333333333,9,2,1,WIN,3,4050,2017,0.370944902,0.121212121,0.6875,0.242424242,0,0.25,0.25,0.584686513,0.428571429,0.668192221,0.489796309,0.142857143,0.513157895,0.333333333,0.5,0.4,1,0.738229684,0.666666667,0.701224088,0.372337093,0.7
2697,105,20170806SSNC0,20170806,SS,L,0.375,4.5,0.21875,0.25,0,1,0,0.225806452,2,0.25,0.35483871,1,0.032258065,0,5,0,0.723593074,LOSE,0,4050,2017,0.466143152,0.181818182,0.4375,0.181818182,0,0.25,0,0.313894104,0.142857143,0.33638444,0.24568151,0.142857143,0.066213923,0,0.277777778,0,0.723593074,0.651930121,0.75,0.531380799,0.232823322,0.361796537
2698,106,20170808LGSS0,20170808,SS,L,0.542857143,10,0.314285714,0.777777778,0,0,2,0.342105263,3,0.380952381,0.605263158,2,0.210526316,0.3,7,0,0.723593074,LOSE,0,4050,2017,0.72181845,0.404040404,0.628571428,0.565656566,0,0,0.5,0.546649099,0.214285714,0.579710145,0.46089811,0.285714286,0.432132965,0.3,0.388888889,0,0.723593074,0.484264002,0.5,0.426964269,0.40723959,0.361796537
2699,107,20170809LGSS0,20170809,SS,W,0.382352941,4,0.323529412,0.333333333,0,2,0,0.35483871,6,0.416666667,0.580645161,0,0.225806452,0.083333333,7,1,1,WIN,3,4053,2017,0.477342945,0.161616162,0.647058824,0.242424242,0,0.5,0,0.572133224,0.428571429,0.646071702,0.439741224,0,0.463497454,0.083333333,0.388888889,0.2,1,0.691418869,0.833333333,0.681188051,0.289485475,0.6
2700,108,20170811SSHH0,20170811,SS,L,0.451612903,9,0.129032258,0.625,0,2,2,0.205882353,1,0.228571429,0.382352941,1,0.088235294,0.666666667,5,0,0.723593074,LOSE,0,4053,2017,0.582837779,0.363636364,0.258064516,0.454545455,0,0.5,0.5,0.274018945,0.071428571,0.296567507,0.269327441,0.142857143,0.181114551,0.666666667,0.277777778,0,0.723593074,0.46426123,0.666666667,0.463630243,0.428215146,0.361796537
2701,109,20170812LTSS0,20170812,SS,W,0.526315789,7,0.184210526,0.222222222,1,2,0,0.351351351,8,0.454545455,0.72972973,1,0.297297297,0.3125,8,1,1,WIN,3,4056,2017,0.696623123,0.282828283,0.368421052,0.161616161,0.5,0.5,0,0.565153787,0.571428571,0.716455171,0.567865591,0.142857143,0.61024182,0.3125,0.444444444,0.2,1,0.556838371,0.666666667,0.605876259,0.40528863,0.6
2702,110,20170813LTSS0,20170813,SS,L,0.342857143,9,0.114285714,0.888888889,0,1,1,0.418604651,3,0.456521739,0.651162791,1,0.162790698,0.333333333,11,2,0.666666667,LOSE,0,4056,2017,0.417184052,0.363636364,0.228571428,0.646464647,0,0.25,0.25,0.699751392,0.214285714,0.720127351,0.50034459,0.142857143,0.334149328,0.333333333,0.611111111,0.4,0.666666667,0.450321591,0.666666667,0.545913731,0.299807173,0.533333334
2703,111,20170816WOSS0,20170816,SS,L,0.394736842,6,0.289473684,1,1,0,2,0.25,6,0.325,0.361111111,0,0.111111111,0.272727273,10,0,0.723593074,LOSE,0,4056,2017,0.496205756,0.242424242,0.578947368,0.727272727,0.5,0,0.5,0.362313938,0.428571429,0.475743707,0.251072058,0,0.228070175,0.272727273,0.555555556,0,0.723593074,0.52826116,0.333333333,0.396296892,0.236310473,0.361796537
2704,112,20170817SSKT0,20170817,SS,W,0.303030303,4,0.272727273,0,0,1,0,0.323529412,4,0.384615385,0.441176471,0,0.117647059,0.384615385,6,3,0.75,WIN,3,4059,2017,0.356520925,0.161616162,0.545454546,0,0,0.25,0,0.50947226,0.285714286,0.586516459,0.319880813,0,0.241486069,0.384615385,0.333333333,0.6,0.75,0.756829365,0.75,0.714207341,0.32319203,0.675
2705,113,20170818SSKT0,20170818,SS,W,0.15625,0.9,0.21875,0,0,1,0,0.264705882,7,0.342105263,0.470588235,1,0.147058824,0.375,6,1,0.333333333,WIN,3,4062,2017,0.132949279,0.036363636,0.4375,0,0,0.25,0,0.391745602,0.5,0.5075274,0.345157498,0.142857143,0.301857586,0.375,0.333333333,0.2,0.333333333,0.817046771,0.75,0.525095026,0.371595349,0.266666667
2706,114,20170819SSLG0,20170819,SS,L,0.4,6.75,0.371428571,0.5,1,0,1,0.27027027,3,0.325,0.324324324,0,0.108108108,0.25,9,2,1,LOSE,0,4062,2017,0.504222451,0.272727273,0.742857142,0.363636364,0.5,0,0.25,0.402881907,0.214285714,0.475743707,0.219457224,0,0.221906117,0.25,0.5,0.4,1,0.650567764,0.416666667,0.616808608,0.242976529,0.7
2707,115,20170822SSWO0,20170822,SS,L,0.4,12.375,0.15,0.625,0,1,1,0.375,2,0.390243902,0.575,1,0.125,0.307692308,11,0,0.723593074,LOSE,0,4062,2017,0.504222451,0.5,0.3,0.454545455,0,0.25,0.25,0.612483085,0.142857143,0.59697494,0.434889731,0.142857143,0.256578947,0.307692308,0.611111111,0,0.723593074,0.460308024,0.666666667,0.462641941,0.274004322,0.361796537
2708,116,20170823SSWO0,20170823,SS,L,0.388888889,5.625,0.138888889,0.25,0,1,0,0.222222222,2,0.263157895,0.222222222,0,0.027777778,0.142857143,10,0,0.723593074,LOSE,0,4062,2017,0.487298318,0.227272727,0.277777778,0.181818182,0,0.25,0,0.306720794,0.142857143,0.360833435,0.131709932,0,0.057017544,0.142857143,0.555555556,0,0.723593074,0.595347138,0.75,0.517235053,0.161079783,0.361796537
2709,117,20170824SKSS0,20170824,SS,L,0.361111111,9,0.277777778,0.333333333,0,0,0,0.375,6,0.446808511,0.725,1,0.175,0.333333333,13,0,0.723593074,LOSE,0,4062,2017,0.444987985,0.363636364,0.555555556,0.242424242,0,0,0,0.612483085,0.428571429,0.702078973,0.563800827,0.142857143,0.359210526,0.333333333,0.722222222,0,0.723593074,0.626126741,0.666666667,0.50409662,0.278294695,0.361796537
2710,118,20170825SKSS0,20170825,SS,L,0.475,7,0.2,0.333333333,0,0,0,0.2,5,0.282051282,0.485714286,2,0.142857143,0,8,0,0.723593074,LOSE,0,4062,2017,0.61846035,0.282828283,0.4,0.242424242,0,0,0,0.262246279,0.357142857,0.395939682,0.358156936,0.285714286,0.293233083,0,0.444444444,0,0.723593074,0.564071781,0.666666667,0.48858288,0.283625731,0.361796537
2711,119,20170826KTSS0,20170826,SS,W,0.552631579,8,0.131578947,0.333333333,0,3,2,0.41025641,5,0.454545455,0.820512821,3,0.358974359,0.266666667,8,0,0.723593074,WIN,3,4065,2017,0.736706597,0.323232323,0.263157894,0.242424242,0,0.75,0.5,0.683043614,0.357142857,0.716455171,0.645885243,0.428571429,0.736842106,0.266666667,0.444444444,0,0.723593074,0.490198683,0.75,0.490947939,0.496908939,0.361796537
2712,120,20170827KTSS0,20170827,SS,L,0.34375,3,0.3125,0.555555556,0,0,0,0.129032258,1,0.15625,0.193548387,0,0.064516129,0.666666667,3,1,1,LOSE,0,4065,2017,0.418544027,0.121212121,0.625,0.404040404,0,0,0,0.120214763,0.071428571,0.162185355,0.107067429,0,0.132427844,0.666666667,0.166666667,0.2,1,0.670300862,0.666666667,0.634241882,0.408106961,0.6
2713,121,20170829HTSS0,20170829,SS,L,0.459459459,10,0.162162162,0.555555556,0,2,0,0.365853659,5,0.413043478,0.756097561,2,0.219512195,0.277777778,10,0,0,LOSE,0,4065,2017,0.594789434,0.404040404,0.324324324,0.404040404,0,0.5,0,0.594178027,0.357142857,0.639339369,0.590526298,0.285714286,0.450577664,0.277777778,0.555555556,0,0,0.48036352,0.833333333,0.328424213,0.364628543,0
2714,122,20170830HTSS0,20170830,SS,L,0.303030303,5,0.181818182,0.777777778,0,2,1,0.21875,7,0.358974359,0.34375,0,0.03125,0.1,10,1,1,LOSE,0,4065,2017,0.356520925,0.202020202,0.363636364,0.565656566,0,0.5,0.25,0.299771651,0.5,0.538872265,0.236151792,0,0.064144737,0.1,0.555555556,0.2,1,0.559859668,0.75,0.627464917,0.152147295,0.6
2715,123,20170831SSSK0,20170831,SS,L,0.454545455,5.4,0.151515152,0.36,0,2,0,0.305555556,2,0.342105263,0.666666667,2,0.111111111,0.25,8,0,0.723593074,LOSE,0,4065,2017,0.58730456,0.218181818,0.303030304,0.261818182,0,0.5,0,0.473500227,0.142857143,0.5075274,0.513668734,0.285714286,0.228070175,0.25,0.444444444,0,0.723593074,0.558931436,0.833333333,0.528964461,0.329835004,0.361796537
2716,124,20170901SSSK0,20170901,SS,L,0.515151515,9,0.181818182,0.875,0,0,3,0.333333333,3,0.35,0.444444444,0,0.166666667,0.6,7,0,0,LOSE,0,4065,2017,0.679618013,0.363636364,0.363636364,0.636363636,0,0,0.75,0.529093369,0.214285714,0.522196797,0.322689333,0,0.342105264,0.6,0.388888889,0,0,0.421004588,0.416666667,0.209417814,0.388304094,0
2717,125,20170902SSOB0,20170902,SS,W,0.172413793,2,0.482758621,0.444444444,0,1,1,0.264705882,4,0.342105263,0.5,1,0.088235294,0.222222222,9,2,1,WIN,3,4068,2017,0.157569516,0.080808081,0.965517242,0.323232323,0,0.25,0.25,0.391745602,0.285714286,0.5075274,0.370434183,0.142857143,0.181114551,0.222222222,0.5,0.4,1,0.850976831,0.666666667,0.729410874,0.261548479,0.7
2718,126,20170903SSOB0,20170903,SS,L,0.4375,7.875,0.15625,1,0,0,0,0.181818182,3,0.25,0.181818182,0,0.03030303,0.142857143,9,1,1,LOSE,0,4068,2017,0.561341401,0.318181818,0.3125,0.727272727,0,0,0,0.22585804,0.214285714,0.33638444,0.096986405,0,0.062200956,0.142857143,0.5,0.2,1,0.426426013,0.666666667,0.57327317,0.176264525,0.6
2719,127,20170905NCSS0,20170905,SS,W,0.303030303,3,0.242424242,0.333333333,0,1,0,0.324324324,5,0.404761905,0.594594595,2,0.243243243,0.375,9,3,1,WIN,3,4071,2017,0.356520925,0.121212121,0.484848484,0.242424242,0,0.25,0,0.51106316,0.357142857,0.623951183,0.451729469,0.285714286,0.499288762,0.375,0.5,0.6,1,0.691172799,0.75,0.7602932,0.415000762,0.8
2720,128,20170907SSLT0,20170907,SS,W,0.351351351,5,0.27027027,0.444444444,0,0,1,0.285714286,2,0.324324324,0.685714286,3,0.171428571,0,4,0,0.723593074,WIN,3,4074,2017,0.430122192,0.202020202,0.54054054,0.323232323,0,0,0.25,0.433790838,0.142857143,0.474488218,0.530038397,0.428571429,0.351879698,0,0.222222222,0,0.723593074,0.646291456,0.583333333,0.488304466,0.389557226,0.361796537
2721,129,20170908SSLT0,20170908,SS,L,0.485714286,6.75,0.228571429,0.5,0,1,1,0.228571429,9,0.386363636,0.685714286,2,0.114285714,0.222222222,10,4,1,LOSE,0,4074,2017,0.634780051,0.272727273,0.457142858,0.363636364,0,0.25,0.25,0.319427799,0.642857143,0.589764926,0.530038397,0.285714286,0.234586466,0.222222222,0.555555556,0.8,1,0.546499793,0.666666667,0.753291615,0.296741854,0.9
2722,130,20170909SSHT0,20170909,SS,L,0.275,5.225806452,0.175,0.483870968,0,0,3,0.275,2,0.30952381,0.475,0,0.125,0.5,5,2,0.666666667,LOSE,0,4074,2017,0.313825953,0.211143695,0.35,0.351906159,0,0,0.75,0.412347768,0.142857143,0.446987034,0.348949001,0,0.256578947,0.5,0.277777778,0.4,0.666666667,0.618281048,0.416666667,0.525403596,0.369700292,0.533333334
2723,131,20170910SSHT0,20170910,SS,W,0.435897436,6,0.179487179,0.111111111,0,0,1,0.386363636,4,0.4375,0.795454545,3,0.204545455,0.384615385,13,0,0.723593074,WIN,3,4077,2017,0.55890042,0.242424242,0.358974358,0.080808081,0,0,0.25,0.635225734,0.285714286,0.684782609,0.624349978,0.428571429,0.41985646,0.384615385,0.722222222,0,0.723593074,0.619210404,0.583333333,0.481534203,0.377705263,0.361796537
2724,132,20170912HHSS0,20170912,SS,L,0.428571429,6,0.228571429,0.333333333,0,2,0,0.193548387,1,0.21875,0.193548387,0,0.064516129,0.666666667,3,1,1,LOSE,0,4077,2017,0.547741652,0.242424242,0.457142858,0.242424242,0,0.5,0,0.249334323,0.071428571,0.278318078,0.107067429,0,0.132427844,0.666666667,0.166666667,0.2,1,0.60613818,0.833333333,0.659867878,0.408106961,0.6
2725,133,20170913HHSS0,20170913,SS,W,0.258064516,5,0.225806452,0.333333333,0,1,0,0.43902439,2,0.454545455,0.853658537,2,0.317073171,0.666666667,8,0,0.723593074,WIN,3,4080,2017,0.288030298,0.202020202,0.451612904,0.242424242,0,0.25,0,0.740618502,0.142857143,0.716455171,0.674370913,0.285714286,0.650834404,0.666666667,0.444444444,0,0.723593074,0.67978454,0.75,0.538344404,0.539692728,0.361796537
2726,134,20170914SSNC0,20170914,SS,D,0.481481481,8.25,0.203703704,0.25,0,1,1,0.229166667,4,0.277777778,0.5625,3,0.208333333,0.4,7,0,0.723593074,WIN,1,4081,2017,0.628332761,0.333333333,0.407407408,0.181818182,0,0.25,0.25,0.320619081,0.285714286,0.387998984,0.42414714,0.428571429,0.427631578,0.4,0.388888889,0,0.723593074,0.565980783,0.666666667,0.489060131,0.46682853,0.361796537
2727,135,20170915SSNC0,20170915,SS,W,0.314285714,3,0.171428571,0.666666667,0,0,1,0.365853659,5,0.409090909,0.609756098,1,0.268292683,0.4375,8,1,1,WIN,3,4084,2017,0.373664852,0.121212121,0.342857142,0.484848485,0,0,0.25,0.594178027,0.357142857,0.631995007,0.464759376,0.142857143,0.550706034,0.4375,0.444444444,0.2,1,0.590782921,0.583333333,0.593529064,0.421654683,0.6
2728,136,20170916OBSS0,20170916,SS,L,0.534883721,9,0.186046512,0.444444444,0,0,1,0.285714286,1,0.289473684,0.457142857,1,0.142857143,0.285714286,6,0,0.723593074,LOSE,0,4084,2017,0.709673557,0.363636364,0.372093024,0.323232323,0,0,0.25,0.433790838,0.071428571,0.409731422,0.333602442,0.142857143,0.293233083,0.285714286,0.333333333,0,0.723593074,0.493887695,0.583333333,0.450203526,0.347117795,0.361796537
2729,137,20170917OBSS0,20170917,SS,L,0.565217391,21,0.260869565,0.666666667,0,1,3,0.30952381,3,0.347826087,0.761904762,3,0.166666667,0.153846154,11,0,0.723593074,LOSE,0,4084,2017,0.755876953,0.848484848,0.52173913,0.484848485,0,0.25,0.75,0.481442104,0.214285714,0.518157398,0.595517049,0.428571429,0.342105264,0.153846154,0.611111111,0,0.723593074,0.358132211,0.5,0.395431321,0.328352934,0.361796537
2730,138,20170921LGSS0,20170921,SS,W,0.352941176,4,0.294117647,0.444444444,0,0,0,0.405405405,3,0.435897436,0.918918919,2,0.216216216,0.214285714,8,0,0,WIN,3,4087,2017,0.432543769,0.161616162,0.588235294,0.323232323,0,0,0,0.673335039,0.214285714,0.681804847,0.730456162,0.285714286,0.443812233,0.214285714,0.444444444,0,0,0.66771076,0.666666667,0.333594357,0.374841947,0
2731,139,20170922LGSS0,20170922,SS,L,0.45,8,0.2,0.444444444,0,1,1,0.297297297,5,0.380952381,0.540540541,0,0.108108108,0.153846154,12,0,0.723593074,LOSE,0,4087,2017,0.580381051,0.323232323,0.4,0.323232323,0,0.25,0.25,0.456972534,0.357142857,0.579710145,0.40527502,0,0.221906117,0.153846154,0.666666667,0,0.723593074,0.543288576,0.666666667,0.483387079,0.177271401,0.361796537
2732,140,20170923SSHH0,20170923,SS,L,0.358974359,7.448275862,0.256410256,0.931034483,0,0,1,0.3,4,0.355555556,0.65,2,0.175,0.222222222,9,0,0.723593074,LOSE,0,4087,2017,0.441733344,0.300940439,0.512820512,0.677115988,0,0,0.25,0.462381597,0.285714286,0.532519706,0.499345279,0.285714286,0.359210526,0.222222222,0.5,0,0.723593074,0.523257685,0.583333333,0.457546023,0.341786759,0.361796537
2733,141,20170927NCSS0,20170927,SS,L,0.488372093,11,0.139534884,0.666666667,0,1,0,0.15625,3,0.228571429,0.34375,1,0.03125,0,7,1,1,LOSE,0,4087,2017,0.638828348,0.444444444,0.279069768,0.484848485,0,0.25,0,0.174687078,0.214285714,0.296567507,0.236151792,0.142857143,0.064144737,0,0.388888889,0.2,1,0.427737123,0.75,0.594434281,0.204528248,0.6
2734,142,20170930SSLG0,20170930,SS,L,0.333333333,4.153846154,0.181818182,0.461538462,0,0,0,0.166666667,1,0.161290323,0.166666667,0,0.1,0.2,4,0,0.723593074,LOSE,0,4087,2017,0.402677652,0.167832168,0.363636364,0.335664336,0,0,0,0.195534507,0.071428571,0.171550898,0.083965082,0,0.205263158,0.2,0.222222222,0,0.723593074,0.614365552,0.666666667,0.501156323,0.295760234,0.361796537
2735,143,20171001SSLG0,20171001,SS,W,0.305555556,3,0.222222222,0,0,0,0,0.285714286,6,0.380952381,0.514285714,0,0.285714286,0.307692308,5,0,0.723593074,WIN,3,4090,2017,0.36036732,0.121212121,0.444444444,0,0,0,0,0.433790838,0.428571429,0.579710145,0.38271143,0,0.586466166,0.307692308,0.277777778,0,0.723593074,0.740716251,0.666666667,0.532743998,0.404095174,0.361796537
2736,144,20171003WOSS0,20171003,SS,W,0.512195122,9,0.292682927,0.444444444,0,1,1,0.324324324,4,0.390243902,0.783783784,2,0.27027027,0.461538462,7,0,0.723593074,WIN,3,4093,2017,0.675114918,0.363636364,0.585365854,0.323232323,0,0.25,0.25,0.51106316,0.285714286,0.59697494,0.61432004,0.285714286,0.554765291,0.461538462,0.388888889,0,0.723593074,0.555845562,0.666666667,0.486526326,0.478282288,0.361796537
2737,1,20170331LGWO0,20170331,WO,L,0.161290323,2,0.322580645,0.333333333,0,1,0,0.166666667,4,0.264705882,0.4,0,0.033333333,0,6,0,0.667857143,LOSE,0,4093,2017,0.140626558,0.080808081,0.64516129,0.242424242,0,0.25,0,0.195534507,0.285714286,0.363709786,0.284493453,0,0.068421052,0,0.333333333,0,0.667857143,0.795325602,0.75,0.553295686,0.18377193,0.333928572
2738,2,20170401LGWO0,20170401,WO,L,0.5,8,0.25,0.111111111,0,0,0,0.324324324,3,0.358974359,0.486486486,0,0.081081081,0.3,10,1,1,LOSE,0,4093,2017,0.65653965,0.323232323,0.5,0.080808081,0,0,0,0.51106316,0.214285714,0.538872265,0.358820571,0,0.166429587,0.3,0.555555556,0.2,1,0.609854986,0.666666667,0.619130413,0.227718508,0.6
2739,3,20170402LGWO0,20170402,WO,L,0.361111111,9,0.25,0.555555556,0,0,2,0.107142857,4,0.212121212,0.178571429,0,0.035714286,0,4,1,0.5,LOSE,0,4093,2017,0.444987985,0.363636364,0.5,0.404040404,0,0,0.5,0.076406341,0.285714286,0.266000971,0.094196121,0,0.073308271,0,0.222222222,0.2,0.5,0.571833812,0.5,0.442958453,0.212771512,0.35
2740,4,20170404WOLT0,20170404,WO,L,0.387096774,5.625,0.225806452,0,0,1,0,0.272727273,3,0.324324324,0.393939394,1,0.060606061,0.4,8,0,0.667857143,LOSE,0,4093,2017,0.484568619,0.227272727,0.451612904,0,0,0.25,0,0.407799238,0.214285714,0.474488218,0.279284924,0.142857143,0.124401915,0.4,0.444444444,0,0.667857143,0.684942889,0.75,0.525700008,0.305703653,0.333928572
2741,5,20170406WOLT0,20170406,WO,L,0.621621622,13.5,0.189189189,0.125,0,0,1,0.235294118,0,0.235294118,0.529411765,2,0.088235294,0,4,0,0.667857143,LOSE,0,4093,2017,0.841790298,0.545454545,0.378378378,0.090909091,0,0,0.25,0.332882274,0,0.309059094,0.395710869,0.285714286,0.181114551,0,0.222222222,0,0.667857143,0.475056111,0.583333333,0.431561647,0.311151654,0.333928572
2742,6,20170407WOOB0,20170407,WO,W,0.277777778,3,0.166666667,0.333333333,0,0,1,0.297297297,4,0.365853659,0.810810811,1,0.162162162,0.333333333,7,2,1,WIN,3,4096,2017,0.318056987,0.121212121,0.333333334,0.242424242,0,0,0.25,0.456972534,0.285714286,0.551654854,0.637547265,0.142857143,0.332859175,0.333333333,0.388888889,0.4,1,0.662909996,0.583333333,0.661560832,0.35504019,0.7
2743,7,20170408WOOB0,20170408,WO,W,0.465116279,10,0.139534884,0.333333333,0,0,1,0.434782609,3,0.458333333,0.739130435,2,0.260869565,0.5,9,0,0.667857143,WIN,3,4099,2017,0.603405743,0.404040404,0.279069768,0.242424242,0,0,0.25,0.7321292,0.214285714,0.723493516,0.575944626,0.285714286,0.535469107,0.5,0.5,0,0.667857143,0.507299845,0.583333333,0.43962258,0.455295848,0.333928572
2744,8,20170409WOOB0,20170409,WO,W,0.133333333,2,0.166666667,0.444444444,0,0,0,0.431818182,3,0.468085106,0.613636364,1,0.272727273,0.583333333,7,0,0,WIN,3,4102,2017,0.098043254,0.080808081,0.333333334,0.323232323,0,0,0,0.726196335,0.214285714,0.741613515,0.468094105,0.142857143,0.559808613,0.583333333,0.388888889,0,0,0.707812419,0.666666667,0.343619771,0.47427755,0
2745,9,20170411KTWO0,20170411,WO,W,0.264705882,2,0.147058824,0.111111111,0,0,0,0.425,5,0.477272727,0.95,2,0.3,0.466666667,9,0,0.667857143,WIN,3,4105,2017,0.298146241,0.080808081,0.294117648,0.080808081,0,0,0,0.712550744,0.357142857,0.75868525,0.75716747,0.285714286,0.615789474,0.466666667,0.5,0,0.667857143,0.708588811,0.666666667,0.510778155,0.467042607,0.333928572
2746,10,20170412KTWO0,20170412,WO,W,0.375,3,0.21875,0.555555556,0,2,0,0.25,4,0.305555556,0.25,0,0.125,0.2,8,1,1,WIN,3,4108,2017,0.466143152,0.121212121,0.4375,0.404040404,0,0.5,0,0.362313938,0.285714286,0.439613528,0.155582357,0,0.256578947,0.2,0.444444444,0.2,1,0.611526081,0.833333333,0.661214854,0.253033626,0.6
2747,11,20170413KTWO0,20170413,WO,L,0.461538462,7,0.051282051,0.444444444,0,1,0,0.243243243,4,0.317073171,0.297297297,0,0.135135135,0.230769231,8,0,0.667857143,LOSE,0,4108,2017,0.597956113,0.282828283,0.102564102,0.323232323,0,0.25,0,0.348791281,0.285714286,0.46101468,0.19623,0,0.277382646,0.230769231,0.444444444,0,0.667857143,0.474636846,0.75,0.473123497,0.265926858,0.333928572
2748,12,20170414WOHT0,20170414,WO,L,0.379310345,3.375,0.034482759,0.125,0,0,0,0.205882353,2,0.228571429,0.323529412,1,0.058823529,0.125,7,0,0.667857143,LOSE,0,4108,2017,0.472708548,0.136363636,0.068965518,0.090909091,0,0,0,0.274018945,0.142857143,0.296567507,0.218774071,0.142857143,0.120743033,0.125,0.388888889,0,0.667857143,0.592246061,0.666666667,0.481692468,0.249927822,0.333928572
2749,13,20170415WOHT0,20170415,WO,L,0.411764706,5.625,0.058823529,0.125,0,2,0,0.351351351,0,0.351351351,0.459459459,0,0.054054054,0.25,8,0,0.667857143,LOSE,0,4108,2017,0.522142122,0.227272727,0.117647058,0.090909091,0,0.5,0,0.565153787,0,0.524707774,0.335593346,0,0.110953058,0.25,0.444444444,0,0.667857143,0.569330779,0.833333333,0.517630314,0.229127153,0.333928572
2750,14,20170416WOHT0,20170416,WO,L,0.375,7.875,0.125,0.5,0,0,0,0.342105263,5,0.395348837,0.447368421,0,0.157894737,0.333333333,11,1,0.5,LOSE,0,4108,2017,0.466143152,0.318181818,0.25,0.363636364,0,0,0,0.546649099,0.357142857,0.60646054,0.32520222,0,0.324099723,0.333333333,0.611111111,0.2,0.5,0.525509667,0.666666667,0.473044083,0.261580486,0.35
